Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU01,3052.56008119,OUT035
FDT12,3791.90224589,OUT035
NCM18,1109.03530392,OUT018
FDP19,2008.01358553,OUT017
NCR42,662.505834432,OUT049
FDN10,1965.49402538,OUT046
FDG44,908.480880745,OUT017
FDQ10,2854.11458949,OUT046
DRH13,1579.86629121,OUT049
FDT52,3898.56273981,OUT013
FDM56,1685.80333001,OUT045
NCO43,238.631818336,OUT010
NCV29,2886.45490582,OUT035
NCF06,4051.67297183,OUT013
FDO50,1503.87121579,OUT035
FDT59,3809.6986494,OUT013
FDX40,962.595108396,OUT027
FDE50,3052.56008119,OUT017
FDX51,3052.56008119,OUT017
NCD30,1538.66613442,OUT018
FDK15,1558.6323658,OUT013
FDL12,1017.92146615,OUT045
FDK46,4080.99411687,OUT017
DRH49,174.511060732,OUT010
FDQ57,2493.64816848,OUT046
FDY59,1519.45634019,OUT017
FDO09,3854.96358472,OUT018
NCG30,2008.01358553,OUT035
FDM09,2726.33096526,OUT017
NCN17,2867.05942279,OUT027
NCS42,1489.14702906,OUT013
FDD02,278.909537706,OUT019
FDE34,3050.59919693,OUT013
FDU38,3052.56008119,OUT045
FDB33,2530.94671399,OUT046
NCJ29,1459.6407615,OUT017
FDZ27,748.98492938,OUT035
FDI40,1534.68300074,OUT013
FDG22,663.07846424,OUT013
FDT51,1685.80333001,OUT017
FDF20,3056.27529212,OUT018
FDV50,1999.27119589,OUT035
FDT02,662.505834432,OUT049
DRC49,2491.1847137,OUT017
FDF26,2495.81916963,OUT049
FDV52,1968.11275195,OUT035
FDX59,662.505834432,OUT049
FDV25,3752.5981005,OUT035
FDW23,965.866386913,OUT027
FDE53,1593.63115409,OUT018
FDA19,2008.01358553,OUT017
FDH22,2008.01358553,OUT046
NCO41,1529.83011457,OUT013
FDX12,3938.0017069,OUT017
FDF17,3052.56008119,OUT013
FDS11,3746.0957301,OUT045
FDR51,2493.64816848,OUT035
FDT49,239.266619155,OUT010
FDC56,1991.05342778,OUT013
FDR13,2924.92049395,OUT027
FDQ60,1991.05342778,OUT035
FDN38,3974.35917071,OUT049
NCL29,2532.17217225,OUT013
FDO13,4228.07926274,OUT027
FDE26,2460.57376005,OUT018
FDA31,423.44789969,OUT010
FDX14,1136.73491015,OUT035
FDA34,2856.68658711,OUT045
FDF26,2505.95658495,OUT013
FDE38,2677.4476092,OUT045
DRI11,1934.01559365,OUT046
FDQ60,2924.92049395,OUT027
FDL21,967.769539619,OUT027
DRC12,5716.22054279,OUT027
FDC47,3772.33284989,OUT046
FDE57,2008.01358553,OUT045
FDT14,1991.05342778,OUT045
NCZ53,3052.56008119,OUT046
FDE28,3613.63224432,OUT018
FDR19,2469.94034491,OUT035
NCF54,422.932691244,OUT019
FDZ08,1392.67090753,OUT046
NCJ05,2507.17745117,OUT018
FDF59,2008.01358553,OUT046
NCO05,1558.6323658,OUT035
FDW24,751.276874541,OUT018
NCX42,2609.42562268,OUT018
NCA53,748.98492938,OUT035
FDI45,424.587070933,OUT019
FDG46,1890.62969841,OUT046
FDM20,573.377699027,OUT010
FDW11,129.9632957,OUT010
FDX08,2947.19241259,OUT035
NCK17,668.906653759,OUT035
FDK32,2494.62962844,OUT018
NCA42,2544.7957428,OUT035
DRI01,2834.96803333,OUT035
NCL55,4008.62494624,OUT049
DRE25,1535.36741496,OUT018
FDD14,3052.56008119,OUT017
FDB10,3878.99754819,OUT046
DRN11,2491.1847137,OUT035
FDP38,766.123196686,OUT018
NCA30,3052.56008119,OUT017
FDT15,3052.56008119,OUT017
NCP55,963.525609983,OUT018
FDF12,2493.64816848,OUT035
FDM21,3819.47154618,OUT018
FDX56,3411.21366413,OUT035
FDF10,2494.92727313,OUT017
FDT32,3052.56008119,OUT045
FDM51,1568.46031796,OUT018
NCR50,2507.17745117,OUT018
FDI19,3926.51042542,OUT049
FDX21,1593.63115409,OUT017
FDR31,2493.64816848,OUT035
FDY02,4040.53950494,OUT013
NCA29,2824.39895559,OUT045
NCX17,3795.56789344,OUT046
FDM12,3052.56008119,OUT045
FDI53,4210.75661791,OUT027
NCU30,2565.59170232,OUT049
FDC56,2948.77290382,OUT027
FDK27,1999.27119589,OUT018
NCK18,2677.4476092,OUT017
FDB52,573.808203838,OUT019
DRG25,5207.5826339,OUT027
FDZ13,803.820207799,OUT049
FDB57,575.146008148,OUT019
FDR40,1422.98267392,OUT046
NCO14,129.568768788,OUT019
NCN19,3052.56008119,OUT045
FDQ28,369.847529045,OUT019
FDO13,2560.20935196,OUT018
FDK48,1334.13429519,OUT013
FDU07,2495.38404018,OUT018
FDW20,1999.27119589,OUT046
FDV12,238.631818336,OUT010
FDH24,2546.07484745,OUT013
FDV59,3703.65122709,OUT049
FDK57,1988.33723646,OUT045
FDL16,1044.63214755,OUT027
NCQ17,2508.36699236,OUT046
FDJ15,3049.64637667,OUT018
FDX24,1519.45634019,OUT049
FDT47,1527.16192082,OUT046
FDT10,1023.55638495,OUT049
FDZ37,1516.33407506,OUT018
FDW43,5835.22405874,OUT027
DRN36,1525.48059442,OUT017
FDJ14,1345.85134744,OUT045
FDA32,3694.54761187,OUT013
FDJ38,490.801054436,OUT019
FDQ57,2493.64816848,OUT017
NCQ41,508.098930885,OUT019
FDG56,1007.55741295,OUT049
DRC13,2964.77978901,OUT027
FDV55,2492.46381836,OUT035
FDQ49,2530.94671399,OUT045
FDE29,129.9632957,OUT010
FDR03,3400.81037881,OUT013
FDD45,1519.45634019,OUT049
FDN38,575.460356194,OUT010
FDT56,914.917403863,OUT046
FDT48,3127.1862617,OUT045
FDU03,3006.93751171,OUT049
FDC56,270.582109412,OUT010
NCO43,2854.08503081,OUT027
FDQ27,1568.46031796,OUT017
FDR03,3412.93271915,OUT046
DRH23,129.568768788,OUT010
FDG22,664.87626991,OUT045
NCJ42,1579.86629121,OUT013
FDR24,1488.52906717,OUT046
FDW60,2855.40748246,OUT035
FDJ08,3052.56008119,OUT013
DRL59,822.671576747,OUT018
FDG60,573.879215266,OUT010
FDW27,2512.40125351,OUT017
FDX14,1413.59522584,OUT018
FDC20,914.123375239,OUT013
NCS29,3839.39556021,OUT018
FDJ56,1558.6323658,OUT046
FDB20,165.821413419,OUT019
FDL28,5836.7523256,OUT027
FDW01,2494.62962844,OUT018
FDL03,3052.56008119,OUT046
FDX22,3662.54699549,OUT049
FDJ21,2492.46381836,OUT035
FDR31,2493.64816848,OUT045
FDG21,2497.09827428,OUT035
FDS22,974.102773855,OUT027
FDK08,1534.68300074,OUT035
FDE17,2494.62962844,OUT018
NCN30,1527.16192082,OUT017
FDT50,1529.83011457,OUT046
NCX42,2560.73779349,OUT049
FDJ12,3604.33809792,OUT035
NCA18,2924.92049395,OUT027
FDP23,573.377699027,OUT019
FDX12,3906.28823618,OUT013
FDN40,2498.10556534,OUT018
FDV48,1331.49775099,OUT035
NCY54,2855.40748246,OUT013
FDL16,129.568768788,OUT010
FDR45,3709.08323864,OUT018
FDJ52,2549.68242817,OUT046
DRG01,1327.40129225,OUT017
FDP52,3833.98294934,OUT013
FDU58,3052.56008119,OUT017
FDL02,1579.86629121,OUT045
FDG28,3928.78899383,OUT013
FDA19,2008.01358553,OUT035
FDW46,1373.26172207,OUT027
NCD43,1579.86629121,OUT049
DRG39,802.401674336,OUT013
NCF55,662.505834432,OUT049
FDJ07,1950.17252899,OUT046
FDE08,2494.92727313,OUT046
FDP56,129.568768788,OUT019
FDT45,876.961871469,OUT045
FDF17,3049.64637667,OUT018
FDX44,1468.64401141,OUT046
FDM28,4858.58142564,OUT027
FDI36,3052.56008119,OUT049
FDS07,1941.05460484,OUT045
FDD36,1947.35474514,OUT045
FDW11,1002.95530409,OUT046
FDN40,2508.36699236,OUT049
NCQ18,1529.83011457,OUT049
NCQ54,2678.72671386,OUT017
NCS42,1503.87121579,OUT045
DRH39,158.095794079,OUT010
FDC09,2867.05942279,OUT027
FDT08,371.783365376,OUT010
FDC08,3770.35130878,OUT035
FDT20,663.07846424,OUT017
FDS35,1079.54962333,OUT035
FDX58,3047.68549241,OUT018
FDW58,1582.22306857,OUT046
DRD27,1534.68300074,OUT046
FDH32,233.875658339,OUT019
FDS26,4051.6621521,OUT035
FDQ31,1460.52817654,OUT046
FDP11,3512.94808567,OUT018
FDD58,1534.68300074,OUT017
FDM33,3704.74942008,OUT045
FDZ16,3052.56008119,OUT049
NCS29,575.460356194,OUT010
NCM18,129.9632957,OUT019
FDP11,3717.67293081,OUT049
NCC42,2030.114711,OUT017
DRM23,2856.68658711,OUT046
NCN55,5836.7523256,OUT027
FDK46,4070.57438277,OUT013
FDR01,3116.34947943,OUT046
NCA05,2494.92727313,OUT045
NCP43,2888.9413353,OUT017
FDR12,389.53559226,OUT010
FDQ01,4014.77745383,OUT013
FDM13,2008.01358553,OUT046
FDQ19,3930.53842929,OUT017
FDK56,483.175240371,OUT019
NCX06,460.85058496,OUT010
FDO56,2924.92049395,OUT027
FDU45,1834.19171968,OUT045
FDI16,129.568768788,OUT019
FDL32,1934.01559365,OUT046
FDA07,1999.27119589,OUT046
FDA14,2494.92727313,OUT045
FDV46,2974.56012237,OUT027
NCO07,3691.62195928,OUT035
NCP41,1582.22306857,OUT046
FDY60,2030.114711,OUT018
FDN38,3995.93297322,OUT017
FDO15,1133.28717141,OUT046
FDT60,1999.27119589,OUT013
FDA55,3776.07702088,OUT035
FDE02,227.329498863,OUT010
DRJ39,3738.02114717,OUT049
FDV34,1125.09350681,OUT035
FDS20,5200.4351947,OUT027
FDF02,2867.05942279,OUT027
FDW40,2156.36358144,OUT017
NCB43,3052.56008119,OUT046
FDR58,1486.63499694,OUT017
DRJ59,668.260446878,OUT035
NCD30,1534.68300074,OUT017
FDE14,1529.83011457,OUT017
FDC28,1593.63115409,OUT018
FDU16,1484.97202508,OUT018
NCD19,911.76616521,OUT035
FDU21,662.505834432,OUT046
FDV59,5836.7523256,OUT027
FDU03,3050.59919693,OUT045
FDC33,559.726934571,OUT010
NCR42,662.505834432,OUT035
DRH59,1133.88283076,OUT035
NCM31,2030.114711,OUT035
FDS50,3752.34462177,OUT035
FDP39,852.919150174,OUT046
FDQ55,1947.35474514,OUT013
FDV36,280.26739748,OUT019
FDI05,2006.92560713,OUT027
FDS45,2891.85373398,OUT027
FDA39,665.777112949,OUT045
FDC37,248.364501786,OUT010
FDJ60,4228.07926274,OUT027
DRQ35,1999.27119589,OUT046
NCJ06,1988.33723646,OUT046
NCY42,2488.71606786,OUT018
DRM37,3052.56008119,OUT049
FDR14,801.071936499,OUT045
FDE51,686.016378161,OUT049
FDT33,2677.4476092,OUT017
FDR08,1834.19171968,OUT013
FDE36,386.100964414,OUT010
FDL22,230.529856999,OUT019
FDR44,2008.01358553,OUT013
FDI56,218.542700622,OUT019
FDE47,274.229986282,OUT010
FDV27,212.791074206,OUT010
FDV10,672.669037718,OUT049
FDC40,1331.49775099,OUT045
NCX41,3682.41661111,OUT013
NCQ38,2874.46987076,OUT027
FDV12,2867.05942279,OUT027
FDE52,1470.99688365,OUT017
FDG20,4453.96283856,OUT027
FDV16,962.595108396,OUT027
FDI32,1936.18614358,OUT017
FDJ32,1038.98840814,OUT049
FDN39,2764.12149361,OUT018
FDY34,2679.92631008,OUT017
FDC14,671.811848593,OUT035
FDA55,3780.03496357,OUT017
FDZ50,459.838615509,OUT010
DRG13,2566.87080698,OUT049
FDP01,2507.23568961,OUT013
NCG54,2856.68658711,OUT017
FDM13,2008.01358553,OUT045
NCO18,4769.55133213,OUT027
NCW41,2513.68035817,OUT013
FDM52,4071.21490444,OUT027
NCF55,662.505834432,OUT035
FDT09,2008.01358553,OUT046
NCM19,1685.80333001,OUT035
FDW12,2491.17952263,OUT018
FDP15,573.997195719,OUT019
FDK36,748.98492938,OUT045
FDZ25,2856.68658711,OUT035
NCW06,3052.56008119,OUT049
FDW60,2905.2783985,OUT046
DRC49,2493.64816848,OUT013
NCT17,3052.56008119,OUT035
NCN06,2560.20935196,OUT018
FDC45,2836.24713799,OUT013
DRJ47,420.089578196,OUT019
NCF06,4056.17561763,OUT045
FDE21,271.837076226,OUT010
DRG27,668.5769524,OUT013
FDW40,2030.114711,OUT049
NCO53,3052.56008119,OUT046
FDE23,689.456381776,OUT049
FDQ16,1595.99889973,OUT046
FDS26,4046.95944973,OUT045
FDZ13,129.568768788,OUT010
FDS14,2512.40125351,OUT049
FDC10,1972.7890398,OUT045
FDY16,3052.56008119,OUT049
FDJ20,2008.01358553,OUT035
FDV43,673.354097172,OUT035
FDZ32,2874.46987076,OUT027
FDR23,2856.68658711,OUT046
FDN24,876.961871469,OUT035
FDE34,5200.4351947,OUT027
FDU31,3695.3992838,OUT013
FDW33,1591.27057092,OUT018
FDU26,1947.35474514,OUT046
FDE20,4232.81896612,OUT027
NCW05,1582.22306857,OUT035
FDB22,2493.35052378,OUT018
FDO56,1941.05460484,OUT046
FDA19,2974.56012237,OUT027
DRI39,911.76616521,OUT045
FDH52,1058.27673014,OUT018
FDZ50,3052.56008119,OUT035
NCN42,2494.92727313,OUT035
FDB53,2494.92727313,OUT013
DRG11,1595.99889973,OUT017
DRK11,4071.21490444,OUT027
FDQ60,1999.27119589,OUT017
FDT36,662.176133072,OUT017
DRG25,3049.64637667,OUT018
DRJ23,3052.56008119,OUT046
FDG05,2544.7957428,OUT035
NCK06,1999.27119589,OUT018
FDU52,2508.36699236,OUT017
FDW07,1518.25432058,OUT018
NCM17,689.456381776,OUT045
FDA22,2726.33096526,OUT045
NCA41,3049.64637667,OUT018
FDF38,671.811848593,OUT035
FDH52,1029.86904484,OUT046
FDY58,573.933560002,OUT019
FDZ16,3052.56008119,OUT045
NCM18,1023.26846016,OUT017
FDA22,2672.06525884,OUT018
NCJ43,2855.40748246,OUT035
FDI34,5835.22405874,OUT027
FDG56,1016.02739592,OUT046
FDS34,1941.05460484,OUT046
DRC01,756.733075419,OUT035
FDQ04,667.020862937,OUT035
FDK04,914.917403863,OUT035
FDT51,1666.34874,OUT049
FDV26,3052.56008119,OUT017
FDS04,2030.114711,OUT049
FDW43,3587.34928507,OUT018
FDQ28,372.15245653,OUT010
NCK06,1999.27119589,OUT017
FDS23,2008.01358553,OUT018
FDZ36,484.863443015,OUT019
FDE56,1109.99718278,OUT018
FDW10,4447.50510386,OUT027
NCN14,3052.56008119,OUT045
NCQ18,1532.13365109,OUT045
FDW08,1588.83804222,OUT017
FDU43,3883.75414229,OUT035
FDR33,248.364501786,OUT010
FDM24,366.908204226,OUT010
NCZ05,1579.86629121,OUT046
NCV41,1806.48030287,OUT035
FDV11,2850.0251321,OUT018
NCY05,662.505834432,OUT035
FDV44,3049.64637667,OUT018
FDW32,1431.19660597,OUT049
NCU18,3134.33391146,OUT027
NCC43,4003.6511047,OUT035
FDW19,1688.09930992,OUT013
FDN31,3052.56008119,OUT035
FDI48,763.292865539,OUT045
FDS24,1484.74545028,OUT017
FDF46,1941.05460484,OUT049
DRG23,2495.81916963,OUT017
FDG14,2493.35052378,OUT018
NCY30,2947.19241259,OUT049
FDO28,1999.27119589,OUT018
DRD24,2030.114711,OUT035
FDI33,1486.56167921,OUT049
FDN32,3052.56008119,OUT046
FDR16,3698.130188,OUT045
FDF26,2508.36699236,OUT046
NCN29,748.98492938,OUT018
FDE20,2727.61006992,OUT045
FDA46,3052.56008119,OUT046
FDU28,3052.56008119,OUT045
FDQ48,1534.68300074,OUT045
FDV36,2008.01358553,OUT013
FDR14,913.484803841,OUT018
FDP23,3694.57827611,OUT017
FDP56,769.817089784,OUT013
FDK48,158.095794079,OUT010
FDR48,2499.13179068,OUT046
NCY29,931.424100553,OUT049
FDM22,913.484803841,OUT018
DRJ01,2560.73779349,OUT013
FDZ43,3911.72603066,OUT045
FDV03,2509.64609702,OUT035
FDX11,5024.48673866,OUT027
NCA41,5724.06969052,OUT027
FDE38,2679.92631008,OUT017
FDI27,745.871616896,OUT018
FDN32,3052.56008119,OUT013
NCN43,1999.27119589,OUT017
FDB47,5835.22405874,OUT027
FDV03,2509.64609702,OUT017
NCN30,1532.13365109,OUT045
NCV54,273.198858749,OUT010
FDV07,1629.30207988,OUT013
FDP07,3062.55423688,OUT049
FDK48,1209.19166942,OUT018
FDM15,367.488801564,OUT019
FDY19,2924.92049395,OUT027
FDK46,4068.11129301,OUT046
FDY11,1080.1885528,OUT045
FDH09,811.162663274,OUT046
FDO08,4228.07926274,OUT027
FDU14,4028.7611278,OUT013
FDD22,2918.05078555,OUT027
FDM27,2528.49740197,OUT017
FDL02,2880.23451816,OUT027
NCA17,2494.92727313,OUT035
FDE38,380.861105117,OUT019
NCG07,3052.56008119,OUT049
DRC27,3907.37582252,OUT013
FDA27,4039.31520543,OUT035
FDW40,2030.114711,OUT045
DRI11,1941.05460484,OUT013
FDN50,1525.48059442,OUT046
FDR12,2854.11458949,OUT046
FDT34,2867.05942279,OUT027
FDW11,1014.00992347,OUT035
NCO30,5200.4351947,OUT027
FDZ34,3052.56008119,OUT017
FDU45,1890.62969841,OUT017
NCD42,662.505834432,OUT035
FDX25,3009.17919095,OUT045
NCR29,914.917403863,OUT046
FDX43,388.148101781,OUT019
FDB04,201.083708484,OUT010
FDR49,1044.63214755,OUT027
FDS39,2030.114711,OUT018
FDW58,1582.22306857,OUT045
FDG22,129.568768788,OUT019
FDG31,1051.72432569,OUT017
NCV53,5836.7523256,OUT027
DRJ37,2493.64816848,OUT035
FDV07,1666.34874,OUT035
FDW52,2592.31888668,OUT018
FDT15,3052.56008119,OUT045
FDD02,1970.70408813,OUT018
FDM16,1119.4052566,OUT035
NCE55,2855.40748246,OUT046
FDB57,3533.29630203,OUT018
FDQ04,674.124641452,OUT013
FDQ47,129.568768788,OUT019
FDY14,574.122551884,OUT019
DRK37,3052.56008119,OUT017
FDO25,3669.547697,OUT017
FDL57,4042.8968183,OUT046
NCK29,1999.27119589,OUT018
FDK46,5836.7523256,OUT027
NCB43,484.408826997,OUT010
DRE01,5835.22405874,OUT027
FDC46,3049.64637667,OUT018
FDQ23,1579.86629121,OUT045
FDX38,751.276874541,OUT049
FDG60,3658.97466294,OUT018
FDW55,3947.08761838,OUT017
FDP39,752.589376464,OUT013
FDB20,1416.79544889,OUT018
FDV21,2008.01358553,OUT017
FDZ02,1529.83011457,OUT013
FDP19,2974.56012237,OUT027
FDA38,3905.28674999,OUT035
FDH22,2008.01358553,OUT045
DRM11,4056.97700961,OUT045
FDO12,5754.56077338,OUT027
FDT14,1988.33723646,OUT049
FDW34,573.577492592,OUT010
FDG04,5206.05436704,OUT027
FDW59,1497.12369699,OUT018
FDR33,1595.99889973,OUT018
FDP32,2008.01358553,OUT013
FDL13,5835.22405874,OUT027
FDD22,1934.01559365,OUT013
FDV40,1378.20052362,OUT027
NCD55,671.811848593,OUT046
FDQ20,129.568768788,OUT010
FDD28,914.917403863,OUT045
FDC39,3683.806551,OUT045
NCR17,1947.35474514,OUT049
DRO35,1944.2245564,OUT018
FDF40,4001.66600013,OUT049
FDR31,2488.71606786,OUT018
NCQ41,3052.56008119,OUT017
FDP38,751.276874541,OUT046
NCU54,5835.22405874,OUT027
FDG22,662.505834432,OUT018
DRK59,3841.67279728,OUT013
FDC37,1588.83804222,OUT046
NCO42,2494.92727313,OUT013
NCT42,2493.64816848,OUT017
FDX27,1521.48857745,OUT035
FDV40,1221.41019775,OUT018
FDT45,1193.9565756,OUT027
FDS47,211.031127991,OUT019
FDR45,3919.51204093,OUT035
FDB03,3881.38422904,OUT045
FDO49,845.572386212,OUT035
FDU60,4228.07926274,OUT027
FDB26,808.400285559,OUT018
FDB46,3681.29425297,OUT017
FDQ37,507.236172939,OUT019
FDN03,4009.05852489,OUT017
NCX30,4011.13606561,OUT045
FDK32,369.847529045,OUT019
DRM47,3052.56008119,OUT013
NCO02,1101.13421441,OUT046
FDP04,1090.20494949,OUT013
NCO43,1563.30738297,OUT049
FDD59,1398.47889122,OUT013
FDQ10,2856.68658711,OUT017
FDW45,2494.92727313,OUT035
NCK30,4020.36945483,OUT049
FDU31,3479.63894863,OUT018
NCQ17,370.327181932,OUT019
FDN01,2855.40748246,OUT017
FDZ19,2855.40748246,OUT049
DRG37,2509.64609702,OUT017
FDE32,663.07846424,OUT045
FDO34,2703.53355965,OUT049
FDM04,129.568768788,OUT019
FDZ25,2833.53588792,OUT049
FDU08,1534.68300074,OUT049
NCW30,4056.17561763,OUT045
NCM18,1020.42727361,OUT013
FDS22,673.683798531,OUT035
NCH18,3905.88799358,OUT017
FDC23,2906.55750315,OUT013
FDY46,3052.56008119,OUT013
NCU06,3801.29360555,OUT046
FDX57,1532.13365109,OUT045
FDX36,5835.22405874,OUT027
FDL16,748.186466712,OUT045
FDT16,574.715503337,OUT010
FDN16,1579.86629121,OUT018
FDC03,3052.56008119,OUT046
DRF60,3911.3799571,OUT013
FDS27,5753.03250652,OUT027
FDP33,574.441225555,OUT010
FDJ36,1563.30738297,OUT018
NCR42,662.505834432,OUT013
FDV14,1454.424377,OUT017
NCP42,3052.56008119,OUT035
FDB50,2020.84244374,OUT027
NCC30,4453.96283856,OUT027
FDA23,1568.46031796,OUT018
FDW16,1495.69651964,OUT017
FDQ52,574.553056695,OUT010
FDB58,2240.30546206,OUT049
NCP29,1102.14867892,OUT049
NCM05,4051.13897253,OUT045
FDO25,3671.51750091,OUT013
NCM54,2008.01358553,OUT046
NCL54,2856.68658711,OUT046
FDL39,449.819352517,OUT010
FDF53,2965.71849146,OUT018
NCQ42,2008.01358553,OUT035
FDF58,1059.82828897,OUT013
FDZ04,1078.26265713,OUT035
FDE26,295.977307151,OUT019
FDS60,2951.71649271,OUT017
FDV58,3052.56008119,OUT017
FDM04,791.369282233,OUT045
FDE08,2494.92727313,OUT035
NCB43,3052.56008119,OUT049
FDU11,271.187586162,OUT010
FDF22,569.28288141,OUT019
FDE24,2030.114711,OUT013
DRJ49,2008.01358553,OUT046
NCQ53,3870.21628416,OUT035
NCL41,662.505834432,OUT013
FDR22,1685.80333001,OUT013
FDH04,1515.95753023,OUT035
DRH15,674.956617409,OUT045
FDY40,748.98492938,OUT049
NCI17,1529.83011457,OUT035
NCC18,2856.68658711,OUT013
FDY28,5836.7523256,OUT027
FDB45,2867.05942279,OUT027
NCL30,2008.01358553,OUT018
FDM10,3683.38147216,OUT017
FDH22,2970.52478064,OUT027
NCZ53,3052.56008119,OUT017
NCI18,3743.1392736,OUT013
FDH14,2982.73427721,OUT027
FDR36,975.375592732,OUT027
FDW01,2497.09827428,OUT045
FDK02,2928.83707209,OUT027
FDJ02,2492.45862729,OUT018
FDU55,4054.02055312,OUT013
NCV18,2463.99116137,OUT027
FDH14,2008.01358553,OUT018
FDZ37,1480.59592268,OUT045
FDX49,3791.51737422,OUT049
NCD43,1579.86629121,OUT046
FDZ07,1021.66708275,OUT013
FDK43,2008.01358553,OUT035
FDR32,3609.17044348,OUT018
FDT39,2495.81916963,OUT013
NCV54,1988.33723646,OUT017
FDF38,672.669037718,OUT018
FDV60,3052.56008119,OUT046
FDH44,4071.21490444,OUT027
FDS21,1016.63449994,OUT046
NCL41,662.505834432,OUT045
FDM46,1521.48857745,OUT017
FDU27,751.276874541,OUT045
NCJ54,3850.279583,OUT017
DRG51,2587.94452,OUT018
NCA29,383.846447934,OUT019
FDR47,3052.56008119,OUT045
NCL19,2982.73427721,OUT027
DRG01,1241.73668372,OUT049
FDG10,914.917403863,OUT046
NCV05,2500.57421118,OUT049
NCH18,575.271364313,OUT019
FDV14,1508.6741008,OUT018
DRJ23,3052.56008119,OUT035
DRJ11,3052.56008119,OUT046
FDZ03,3052.56008119,OUT017
FDI27,129.568768788,OUT010
FDJ14,1476.27896668,OUT018
FDU32,1991.05342778,OUT017
FDD47,4245.1002951,OUT027
DRF36,3052.56008119,OUT035
FDM21,4042.8968183,OUT046
FDV10,674.454342811,OUT018
FDH60,3049.64637667,OUT018
FDX47,376.7316269,OUT010
FDT19,418.670398723,OUT019
FDO11,4011.96943669,OUT045
FDH24,4175.49699129,OUT027
FDL02,1593.63115409,OUT018
FDB02,2855.40748246,OUT049
FDA43,3052.56008119,OUT046
FDG52,748.186466712,OUT045
DRC12,3052.56008119,OUT013
FDY37,2030.114711,OUT018
NCU18,2030.114711,OUT045
FDU09,911.76616521,OUT035
DRJ25,1047.72255538,OUT027
DRE12,1934.01559365,OUT018
DRL47,2002.50192574,OUT017
DRK01,1527.16192082,OUT046
FDC22,500.443110298,OUT019
FDG44,878.291609306,OUT013
FDW04,2008.01358553,OUT035
FDK09,3772.65112794,OUT049
NCN43,1999.27119589,OUT035
FDG04,3052.56008119,OUT049
FDH32,225.318226277,OUT010
DRI47,2494.92727313,OUT017
DRE15,1141.68607753,OUT013
FDY11,1099.84724821,OUT035
FDO60,689.456381776,OUT049
FDQ20,671.063772542,OUT018
FDO57,4215.33547455,OUT027
FDT14,277.170285206,OUT019
FDA57,668.906653759,OUT049
DRN35,662.505834432,OUT017
FDJ03,756.733075419,OUT046
FDX28,1566.02879453,OUT017
DRE25,1503.87121579,OUT045
FDR09,4039.35903355,OUT046
FDB23,3788.5169948,OUT035
FDO08,2560.73779349,OUT045
FDQ23,1563.30738297,OUT049
FDW04,2008.01358553,OUT013
DRK13,546.52535793,OUT010
NCL17,2982.73427721,OUT027
FDY21,3052.56008119,OUT035
FDJ38,5207.5826339,OUT027
FDA37,282.557414576,OUT019
FDV43,689.126680417,OUT013
FDL36,1515.95753023,OUT046
FDD53,670.339751151,OUT045
FDZ19,428.421919332,OUT010
FDV21,2008.01358553,OUT045
NCL54,2851.30423675,OUT018
DRI47,4059.23118379,OUT027
DRG03,2509.64609702,OUT049
FDG21,2494.92727313,OUT013
FDW03,1579.86629121,OUT018
NCI55,1999.27119589,OUT046
DRC36,420.370948874,OUT019
FDH22,2008.01358553,OUT017
FDV20,2008.01358553,OUT045
NCU41,5714.69227593,OUT027
FDN46,2867.05942279,OUT027
FDK50,2555.66294452,OUT045
NCA05,4071.21490444,OUT027
DRH01,2851.30423675,OUT018
FDT08,2492.45862729,OUT018
FDM08,3586.01221533,OUT018
FDZ07,1004.97277654,OUT035
FDS22,748.186466712,OUT017
FDV35,4128.88968859,OUT027
FDI28,164.072544825,OUT010
FDW58,2891.85373398,OUT027
FDT52,3911.72603066,OUT045
FDY34,2565.59170232,OUT046
FDR10,2550.96153283,OUT046
FDK57,1991.05342778,OUT017
FDR02,2908.33804773,OUT027
FDX49,3807.16663583,OUT046
FDQ20,668.906653759,OUT046
DRK23,4015.78625778,OUT045
NCW06,3052.56008119,OUT046
FDR31,2493.64816848,OUT017
NCE43,2752.06949654,OUT013
DRO59,2006.19510089,OUT027
FDN09,3925.46700078,OUT049
FDR11,2549.68242817,OUT046
FDO57,2556.94204917,OUT013
NCX18,3052.56008119,OUT017
FDB05,3782.10352981,OUT018
FDQ08,1070.55468611,OUT018
NCG43,1521.48857745,OUT035
FDJ56,1570.71349738,OUT013
FDA13,129.568768788,OUT010
FDO56,1944.2245564,OUT017
FDB37,3697.72556135,OUT018
FDZ02,1538.01154276,OUT018
FDQ24,4012.59989215,OUT046
FDM16,1128.49546957,OUT013
FDU35,1534.68300074,OUT049
FDT35,2752.06949654,OUT035
NCX30,3915.14663494,OUT049
FDG04,3052.56008119,OUT017
FDI12,1454.424377,OUT035
FDE35,993.695796366,OUT035
NCP14,2874.46987076,OUT027
NCY53,1666.34874,OUT045
FDP49,911.76616521,OUT017
FDQ04,673.354097172,OUT017
FDM39,2945.91330793,OUT035
FDO58,379.581768867,OUT019
FDC56,1975.23320756,OUT017
NCQ54,2686.23982489,OUT046
FDV10,974.102773855,OUT027
NCK17,668.906653759,OUT046
NCF55,962.924809755,OUT027
FDV33,4051.30186215,OUT013
NCH29,233.302622476,OUT019
FDA37,2970.52478064,OUT027
